customer_id;date_diff_post;buy_post
13220760;8.431643240630091;1
30315975;40.33760087887224;0
21679985;20.67449022591468;1
29754274;23.89557902514177;1
7797823;15.615926291132018;1
9904853;34.32577454718431;0
41160419;15.92167239926648;1
2991868;7.86344111464607;1
19659538;9.533845625730374;1
21615224;22.152717745108543;1
27497867;39.49679769035765;0
5955772;19.81936458241726;1
29871260;20.83627033684001;1
29741207;21.443374248908736;1
27847288;24.48149777081117;1
23464407;18.60597471790279;1
9576556;21.163044492420248;1
24650386;14.640778731044822;1
41221137;25.751132694781745;1
21363557;26.6050094990356;0
11990628;25.548683686954565;1
38970087;15.103906350556551;1
19170602;27.599872381810247;0
32818596;10.766809231860952;1
8437184;14.50569931758817;1
37903994;33.95673579681481;0
27266728;42.79037438532457;0
28608247;22.92131334577573;1
12099042;24.046987411705366;0
8693106;4.99226368178247;1
1880985;14.298162059432013;1
13089445;32.614117055081;1
466082;11.791734076074524;1
6150810;19.81150750797051;1
11480891;9.265521031734313;1
22407092;4.727221581630244;1
1264888;8.538908399903335;1
24678178;17.101538147066627;1
34367359;22.68936065161872;1
32704906;26.842947621332435;0
11613352;28.636548492098974;0
24633208;30.65077967417133;0
23723026;18.50271475886625;1
22410771;34.67900662634802;0
9558022;16.829594709545425;1
28096216;29.33270262765377;0
20826728;10.488569473721329;1
20989427;18.846872760020347;1
13179603;17.04047190701481;1
7540069;32.74134280203887;0
510436;17.024271931357816;1
8803721;3.7019775457449215;1
28914459;11.364830848310069;1
484139;37.0786863609168;1
22069710;10.229319960686007;1
818062;16.029383555047048;1
34630401;7.872131942947232;1
12085314;17.47098922525588;1
29364620;36.10330019864669;0
10779160;19.473342823759737;1
2047559;16.329232438083096;1
19312998;28.37533017028763;1
7816110;22.39515726387804;1
10938922;11.85497698282266;1
26149208;17.6688002176611;1
28734260;15.21565326652958;1
26284071;10.864823355579349;1
9687583;18.659289377251003;1
24625879;24.014919062466127;0
10186290;21.115984129534127;1
40591453;29.7029220867154;1
2158339;13.18643326374522;1
35390202;22.717656061935912;1
37615329;33.90318585751084;0
276399;19.80237813855893;1
18628701;29.682179102967392;0
9546941;38.28047666468997;0
39447964;36.77479298470321;0
4752407;2.630183002362356;1
40124051;26.238076840179936;0
27578370;8.466416806187272;1
23473852;16.389496351112985;1
7653802;23.643480691374588;1
18025071;20.43155282917656;1
21587625;32.28382965179665;0
18191387;28.41976734062405;0
18731141;21.925185406777707;1
45902775;40.16002015249537;0
9968176;35.94909087693914;0
44759591;19.47174015096689;1
14870518;30.57110438972973;1
22218444;12.893958807298668;1
22877892;24.087699481121632;1
41271589;27.273507886563657;1
30237269;12.121951008730798;1
3296941;30.450129958652774;1
22191359;25.91573360819157;1
21436114;23.718753310639507;1
8369200;29.027783854188375;1
13191993;25.306174498371348;1
32020557;23.757713360796856;1
10081299;24.930072920859992;1
31782747;41.41428606409737;0
1899216;40.97055694729461;0
18199121;20.684032318087844;1
8217938;17.19171574440809;1
25381058;3.823871173116231;1
11241729;25.434811041778755;1
36972442;25.29668803469999;1
27155443;30.259971752130703;1
18356287;20.31301515390837;1
27260221;29.018590616105875;1
1018052;8.612731587700045;1
21439175;14.259293607468118;1
23861509;31.26347631118392;0
5208623;8.238247503709136;1
11557183;20.486573663356477;1
23464595;24.631726736770723;0
23389199;12.8110615573195;1
12091095;32.19029883075641;1
9936375;7.144351747036535;1
11396124;23.786653105586065;1
6732343;29.80425959617749;0
33796513;30.56202927338138;1
37085803;17.60458155223546;1
12421228;3.4890340451851443;1
12446247;23.147303594814275;1
5776186;41.36816312788631;0
21195910;19.1247592081936;1
22352724;1.2050733594373924;1
22946810;12.61201331860857;1
12742891;14.454415286513996;1
11786731;10.231763864841014;1
31315517;26.530050049615834;0
26036638;35.051633550858284;0
433348;24.7682567512936;1
6547559;31.23108385923956;1
9574494;15.197451479297577;1
4931867;2.454690628672961;1
29847741;30.74606481884164;0
19284017;13.450137653921251;1
19057145;17.42278597686191;1
30266123;27.491585255996377;0
30883662;36.59552279586517;1
23490236;21.23286443506236;1
8526781;35.296314578111875;0
46085953;32.01556684873886;0
22896921;11.535613763494627;1
41130019;22.53634250448831;1
27633256;30.124326423899863;1
30015459;24.36231101894216;1
8655710;38.67258955841398;0
21333153;15.972595717036034;1
21356384;17.961769527128403;1
